id,user_id,we_id,event_name,event_time,channel,platform,device_type,city,country,country_code,session_id,experiment_id,campaign_id,event_properties,line_items,revenue,currency
wev360344399934,we_cust3738900744,WE1890665014,Added To Cart,2024-02-26 19:01:12,android,web,tablet,New York,US,US,sess29012378,,,{},[],0.0,USD
wev268747813147,we_cust3515167269,WE2232574593,Homepage Viewed,2024-05-23 04:59:23,web,web,tablet,Los Angeles,US,US,sess13559389,,,{},[],0.0,USD
wev372350077081,we_cust7539399243,WE4768007078,Product Viewed,2024-08-14 22:54:02,ios,mobile,mobile,London,US,US,sess77163701,,,{},[],0.0,USD
wev376373190951,we_cust1116402431,WE8497820264,Product Viewed,2024-10-11 14:50:43,android,mobile,desktop,Los Angeles,US,US,sess51937680,,,{},[],0.0,USD
wev322370328916,we_cust1795212538,WE4846894006,Product Viewed,2024-04-14 20:05:22,web,mobile,mobile,London,US,US,sess97829675,,,{},[],0.0,USD
wev809519055836,we_cust5570828113,WE9673696227,Category Viewed,2024-04-21 04:12:07,email,mobile,tablet,New York,US,US,sess25052201,,,{},[],0.0,USD
wev549845954166,we_cust7227593033,WE7748508201,Added To Cart,2025-02-13 00:02:22,android,mobile,mobile,New York,US,US,sess82125757,,,{},[],0.0,USD
wev741315922119,we_cust7573442717,WE2898936407,Checkout created,2024-10-06 01:08:36,web,mobile,tablet,London,US,US,sess71701152,,,{},[],0.0,USD
wev299881001385,we_cust3206955437,WE9300123848,Checkout created,2025-01-15 00:04:51,web,web,tablet,New York,US,US,sess16601483,,,{},[],0.0,USD
wev741257107143,we_cust5536224717,WE4757668741,Homepage Viewed,2025-01-13 14:37:46,email,web,tablet,New York,US,US,sess47655605,,,{},[],0.0,USD
wev117834961426,we_cust3190227431,WE1273982917,Product Viewed,2024-08-03 23:18:21,android,mobile,desktop,New York,US,US,sess50690960,,,{},[],0.0,USD
wev530392065039,we_cust5667503195,WE9606486721,Product Viewed,2024-09-11 02:57:53,email,web,desktop,London,US,US,sess83106968,,,{},[],0.0,USD
wev706190463066,we_cust4682870880,WE7754044966,Product Viewed,2025-03-13 16:13:49,email,web,tablet,Los Angeles,US,US,sess92641556,,,{},[],0.0,USD
wev913804906822,we_cust3020939193,WE2900775126,Added To Cart,2024-01-09 12:18:38,android,web,tablet,New York,US,US,sess95242832,,,{},[],0.0,USD
wev955187530555,we_cust5567816720,WE4744661615,Product Viewed,2025-01-25 07:37:47,web,mobile,tablet,New York,US,US,sess65802528,,,{},[],0.0,USD
wev180114947700,we_cust3511301900,WE5605079202,Checkout created,2024-06-27 05:32:48,web,mobile,mobile,Los Angeles,US,US,sess82338450,,,{},[],0.0,USD
wev414515027982,we_cust9303285822,WE6124519774,Added To Cart,2025-02-27 20:55:53,ios,mobile,mobile,London,US,US,sess63214783,,,{},[],0.0,USD
wev648043225469,we_cust4473306055,WE9358397307,Product Viewed,2024-10-11 03:32:52,android,web,desktop,Los Angeles,US,US,sess19024543,,,{},[],0.0,USD
wev262677542193,we_cust5455441991,WE6794142136,Homepage Viewed,2024-07-31 01:36:26,web,mobile,tablet,New York,US,US,sess71178287,,,{},[],0.0,USD
wev546610402702,we_cust5754363475,WE5944790021,Added To Cart,2024-06-16 17:19:42,web,mobile,desktop,London,US,US,sess11050479,,,{},[],0.0,USD
wev141444237410,we_cust7981077394,WE4211987905,Product Viewed,2024-04-18 06:38:06,ios,web,mobile,New York,US,US,sess22436112,,,{},[],0.0,USD
wev226076180301,we_cust6544063167,WE6521648755,Checkout created,2025-01-05 04:17:23,ios,web,desktop,New York,US,US,sess46310067,,,{},[],0.0,USD
wev167771096452,we_cust6504099682,WE1326291973,Order created,2024-11-04 00:52:34,android,web,mobile,New York,US,US,sess81396420,,,{},[],127.6,USD
wev206522069082,we_cust8313706299,WE2926916100,Product Viewed,2024-11-28 08:35:26,ios,web,mobile,New York,US,US,sess85120863,,,{},[],0.0,USD
wev161941895910,we_cust4807122420,WE5542563926,Category Viewed,2024-04-03 05:06:41,email,mobile,tablet,Los Angeles,US,US,sess18974432,,,{},[],0.0,USD
wev177148910258,we_cust8419590655,WE3401460396,Product Viewed,2024-01-11 05:15:37,web,web,desktop,Los Angeles,US,US,sess94282515,,,{},[],0.0,USD
wev676344279476,we_cust6155234610,WE8045398117,Homepage Viewed,2024-08-09 02:20:42,web,web,tablet,London,US,US,sess95342207,,,{},[],0.0,USD
wev417918113383,we_cust2653032484,WE3169895461,Checkout created,2024-11-13 05:10:27,android,mobile,desktop,London,US,US,sess78124820,,,{},[],0.0,USD
wev121812747014,we_cust7340498236,WE1113982176,Added To Cart,2024-07-05 13:43:36,ios,web,mobile,New York,US,US,sess25818263,,,{},[],0.0,USD
wev335955581142,we_cust2994056084,WE7409397997,Product Viewed,2024-06-09 17:39:02,web,web,mobile,New York,US,US,sess13704468,,,{},[],0.0,USD
wev251612704082,we_cust8624454880,WE5674380921,Order created,2024-08-04 00:59:21,ios,mobile,desktop,Los Angeles,US,US,sess54295751,,,{},[],113.06,USD
wev659164239972,we_cust9237880732,WE1031135663,Product Searched,2024-07-05 08:34:04,web,web,desktop,London,US,US,sess89806505,,,{},[],0.0,USD
wev476920787897,we_cust2732553940,WE1865888084,Product Viewed,2025-01-22 17:10:16,email,mobile,mobile,London,US,US,sess57434781,,,{},[],0.0,USD
wev405962257973,we_cust9546021691,WE5234467046,Checkout created,2024-12-14 13:06:17,web,web,mobile,London,US,US,sess70937503,,,{},[],0.0,USD
wev278538266003,we_cust5935852056,WE8265528643,Checkout created,2024-07-29 08:46:36,email,mobile,tablet,London,US,US,sess54266189,,,{},[],0.0,USD
wev962739737160,we_cust5400463094,WE1007407211,Order created,2024-01-12 14:31:01,web,mobile,desktop,Los Angeles,US,US,sess98642112,,,{},[],59.53,USD
wev572298852945,we_cust8235363119,WE3866845729,Product Viewed,2024-08-31 08:31:56,web,mobile,mobile,London,US,US,sess60785220,,,{},[],0.0,USD
wev983129691851,we_cust8923555411,WE1402888656,Homepage Viewed,2024-06-29 17:28:57,email,mobile,tablet,Los Angeles,US,US,sess21186412,,,{},[],0.0,USD
wev640822819156,we_cust9354542654,WE7377120964,Product Viewed,2024-08-07 04:09:56,ios,web,mobile,London,US,US,sess83153256,,,{},[],0.0,USD
wev184239501322,we_cust2370592316,WE4131541266,Product Viewed,2024-02-29 20:23:20,email,mobile,mobile,London,US,US,sess15053869,,,{},[],0.0,USD
wev199235480484,we_cust1529290976,WE2977218852,Category Viewed,2024-03-06 09:35:08,android,mobile,mobile,Los Angeles,US,US,sess72845188,,,{},[],0.0,USD
wev473930957251,we_cust6628158856,WE9943397432,Checkout created,2025-02-07 13:50:07,ios,web,desktop,New York,US,US,sess82107553,,,{},[],0.0,USD
wev637210089560,we_cust1756345332,WE9596733275,Product Viewed,2024-03-03 03:56:03,email,web,tablet,Los Angeles,US,US,sess37667551,,,{},[],0.0,USD
wev259979176479,we_cust4145461251,WE4896978720,Added To Cart,2024-09-20 15:32:51,ios,web,desktop,London,US,US,sess94235849,,,{},[],0.0,USD
wev353539946689,we_cust6542943838,WE9153342085,Category Viewed,2024-01-07 12:41:50,ios,web,desktop,London,US,US,sess29412729,,,{},[],0.0,USD
wev228212907164,we_cust4919706735,WE1346070695,Added To Cart,2024-11-10 09:59:08,ios,mobile,mobile,Los Angeles,US,US,sess81697541,,,{},[],0.0,USD
wev200340788228,we_cust3185089287,WE6027242819,Homepage Viewed,2024-07-19 11:07:07,ios,web,mobile,Los Angeles,US,US,sess45235252,,,{},[],0.0,USD
wev416606328190,we_cust6887132821,WE7200533342,Added To Cart,2025-03-05 16:43:07,web,web,mobile,New York,US,US,sess98128676,,,{},[],0.0,USD
wev571995787482,we_cust7038841740,WE9065322709,Product Viewed,2024-12-11 19:13:07,email,web,desktop,New York,US,US,sess61303643,,,{},[],0.0,USD
wev966030309848,we_cust2227193073,WE9676891019,Added To Cart,2025-02-27 23:23:26,email,web,desktop,Los Angeles,US,US,sess89107553,,,{},[],0.0,USD
wev985378919040,we_cust5419627962,WE7532406578,Added To Cart,2024-09-13 17:01:08,ios,web,mobile,London,US,US,sess78338790,,,{},[],0.0,USD
wev981360881183,we_cust1792214339,WE3777875773,Product Searched,2024-10-28 13:33:55,android,web,mobile,New York,US,US,sess20452079,,,{},[],0.0,USD
wev106557977737,we_cust7825844140,WE6675373350,Product Viewed,2024-08-05 13:22:59,web,web,desktop,New York,US,US,sess61505842,,,{},[],0.0,USD
wev825261212849,we_cust4538382315,WE1740284408,Product Viewed,2024-01-17 08:44:05,android,web,desktop,New York,US,US,sess46845946,,,{},[],0.0,USD
wev967945774430,we_cust4248149900,WE3187771664,Product Viewed,2024-06-24 23:32:28,android,web,mobile,London,US,US,sess24817090,,,{},[],0.0,USD
wev355034033134,we_cust4073772623,WE5611697367,Product Searched,2024-12-17 06:30:56,ios,web,desktop,London,US,US,sess48533196,,,{},[],0.0,USD
wev771149945738,we_cust9433570024,WE2135271835,Order created,2024-06-02 15:52:01,web,mobile,desktop,Los Angeles,US,US,sess69478231,,,{},[],124.84,USD
wev472221762015,we_cust6673381261,WE1453660246,Product Viewed,2024-03-29 10:34:42,ios,mobile,mobile,New York,US,US,sess83437832,,,{},[],0.0,USD
wev575947648418,we_cust7640122370,WE5972712439,Homepage Viewed,2024-08-03 21:42:51,email,mobile,mobile,Los Angeles,US,US,sess75353027,,,{},[],0.0,USD
wev907419733782,we_cust7882206934,WE9784509340,Added To Cart,2024-08-22 18:15:39,web,mobile,desktop,New York,US,US,sess97589801,,,{},[],0.0,USD
wev313054407018,we_cust8868054898,WE5789340483,Added To Cart,2024-12-10 12:31:50,web,mobile,tablet,London,US,US,sess19727443,,,{},[],0.0,USD
wev315821063360,we_cust2076341629,WE9503793287,Product Viewed,2024-01-03 21:57:59,ios,mobile,mobile,New York,US,US,sess38758844,,,{},[],0.0,USD
wev918426242857,we_cust8265834251,WE7873979241,Product Viewed,2024-11-09 08:54:38,web,mobile,mobile,London,US,US,sess28280247,,,{},[],0.0,USD
wev111262366775,we_cust9526836552,WE3728915024,Product Viewed,2024-03-01 04:56:35,ios,mobile,mobile,New York,US,US,sess10383201,,,{},[],0.0,USD
wev132366632205,we_cust7487012742,WE3237782468,Category Viewed,2024-01-16 11:40:06,web,mobile,tablet,London,US,US,sess52074532,,,{},[],0.0,USD
wev195390011925,we_cust6674372082,WE6575259891,Checkout created,2024-12-31 04:12:59,android,web,tablet,Los Angeles,US,US,sess30314231,,,{},[],0.0,USD
wev596384613790,we_cust3206955437,WE9341667074,Homepage Viewed,2024-05-31 19:48:38,ios,mobile,mobile,Los Angeles,US,US,sess37245706,,,{},[],0.0,USD
wev596349976279,we_cust1644608746,WE4654310915,Product Viewed,2024-01-12 11:39:47,email,web,tablet,London,US,US,sess47188805,,,{},[],0.0,USD
wev745977713031,we_cust3328710672,WE2271502887,Homepage Viewed,2024-06-25 00:58:41,android,mobile,mobile,New York,US,US,sess58633399,,,{},[],0.0,USD
wev954704993174,we_cust7633342225,WE7017886526,Product Viewed,2024-12-28 19:16:12,android,web,tablet,New York,US,US,sess97789712,,,{},[],0.0,USD
wev108663233238,we_cust6009268066,WE8550537601,Product Viewed,2024-02-10 16:22:32,web,mobile,tablet,Los Angeles,US,US,sess48386951,,,{},[],0.0,USD
wev742429543949,we_cust6122110529,WE5157665150,Homepage Viewed,2024-04-22 04:07:49,email,mobile,mobile,New York,US,US,sess17778024,,,{},[],0.0,USD
wev895306392048,we_cust6879428703,WE4119733069,Added To Cart,2024-06-02 13:17:17,ios,web,mobile,London,US,US,sess66306300,,,{},[],0.0,USD
wev357463043845,we_cust8826851692,WE7313317671,Homepage Viewed,2024-11-22 22:25:12,web,mobile,desktop,Los Angeles,US,US,sess31230164,,,{},[],0.0,USD
wev909863777779,we_cust7019900273,WE4769066040,Added To Cart,2024-04-21 19:56:36,email,web,tablet,London,US,US,sess71746380,,,{},[],0.0,USD
wev323874165935,we_cust8943866829,WE1818841902,Category Viewed,2024-04-14 08:22:51,web,web,tablet,Los Angeles,US,US,sess57029898,,,{},[],0.0,USD
wev370604456071,we_cust8265834251,WE6481071646,Order created,2024-03-02 11:43:31,android,web,tablet,London,US,US,sess49369979,,,{},[],64.98,USD
wev113193407810,we_cust3614915281,WE1034817263,Product Viewed,2024-12-08 13:09:13,email,mobile,mobile,London,US,US,sess85232569,,,{},[],0.0,USD
wev611370618843,we_cust8478529823,WE2677859690,Checkout created,2024-11-06 11:19:05,android,mobile,desktop,London,US,US,sess24409331,,,{},[],0.0,USD
wev695529089129,we_cust2125089309,WE6077166558,Product Viewed,2024-07-31 00:13:46,ios,web,tablet,Los Angeles,US,US,sess39082926,,,{},[],0.0,USD
wev271699995678,we_cust4277422858,WE9153613253,Category Viewed,2024-02-28 16:56:05,web,web,desktop,London,US,US,sess34086587,,,{},[],0.0,USD
wev632397436161,we_cust1225052083,WE1822281803,Order created,2024-01-02 02:05:52,web,mobile,tablet,New York,US,US,sess51239099,,,{},[],122.46,USD
wev908321250097,we_cust5269728610,WE7136413850,Homepage Viewed,2024-07-24 02:04:07,ios,mobile,mobile,London,US,US,sess69975319,,,{},[],0.0,USD
wev207782748788,we_cust7801180691,WE3894869851,Homepage Viewed,2024-05-08 07:33:57,email,mobile,desktop,London,US,US,sess69748306,,,{},[],0.0,USD
wev357457986544,we_cust6588252632,WE4806698836,Added To Cart,2024-07-26 00:30:32,web,mobile,mobile,London,US,US,sess71215539,,,{},[],0.0,USD
wev522380251336,we_cust9798548049,WE1789990607,Checkout created,2024-11-30 23:11:45,email,mobile,mobile,New York,US,US,sess41578180,,,{},[],0.0,USD
wev848124392905,we_cust4972536230,WE9448562543,Category Viewed,2024-03-14 15:55:10,web,mobile,tablet,New York,US,US,sess81967518,,,{},[],0.0,USD
wev991671860226,we_cust2953462417,WE3319397452,Checkout created,2024-07-24 20:34:49,ios,mobile,mobile,New York,US,US,sess46506333,,,{},[],0.0,USD
wev507761294847,we_cust6276339732,WE7971750501,Product Viewed,2024-01-29 16:08:57,android,mobile,desktop,London,US,US,sess55008225,,,{},[],0.0,USD
wev862784461654,we_cust2761091683,WE3267072303,Order created,2024-09-05 05:42:49,email,web,desktop,Los Angeles,US,US,sess91760996,,,{},[],138.15,USD
wev469238565558,we_cust8261111839,WE4587878163,Homepage Viewed,2024-02-20 09:09:39,email,web,mobile,New York,US,US,sess69037854,,,{},[],0.0,USD
wev343616163634,we_cust7154795660,WE1006626784,Product Viewed,2024-06-24 11:35:23,web,mobile,mobile,Los Angeles,US,US,sess83356313,,,{},[],0.0,USD
wev620397671015,we_cust8991977937,WE1040195551,Checkout created,2024-12-06 01:22:03,android,mobile,mobile,London,US,US,sess31497538,,,{},[],0.0,USD
wev420916256285,we_cust3367665472,WE9779795539,Added To Cart,2024-11-12 03:26:23,android,mobile,desktop,New York,US,US,sess80989505,,,{},[],0.0,USD
wev779202570585,we_cust4102821948,WE9318642210,Product Viewed,2024-12-14 06:57:59,ios,web,desktop,London,US,US,sess41565405,,,{},[],0.0,USD
wev189247631707,we_cust3205292512,WE5632564062,Product Viewed,2024-11-24 17:49:13,android,web,desktop,London,US,US,sess88630046,,,{},[],0.0,USD
wev251690549547,we_cust8517413631,WE8881337692,Order created,2024-09-22 06:48:27,web,web,tablet,London,US,US,sess74978472,,,{},[],35.81,USD
wev375870890503,we_cust5539308214,WE3635309911,Homepage Viewed,2024-06-08 19:23:57,android,mobile,tablet,New York,US,US,sess10702991,,,{},[],0.0,USD
wev768438589459,we_cust9411532909,WE8875290805,Product Viewed,2024-02-07 10:53:48,android,mobile,tablet,Los Angeles,US,US,sess97115423,,,{},[],0.0,USD
wev953510706837,we_cust1639509845,WE2788496861,Order created,2025-03-16 20:46:16,android,mobile,tablet,New York,US,US,sess14864503,,,{},[],79.32,USD
wev587689759533,we_cust5129478722,WE7028209149,Product Viewed,2025-03-30 10:50:52,web,mobile,tablet,New York,US,US,sess57539335,,,{},[],0.0,USD
wev281420429778,we_cust4633257620,WE5126768514,Product Viewed,2024-08-22 19:53:45,email,mobile,mobile,Los Angeles,US,US,sess26575908,,,{},[],0.0,USD
wev559376610758,we_cust7961674558,WE9509849847,Checkout created,2024-10-29 19:00:19,web,web,tablet,London,US,US,sess69919914,,,{},[],0.0,USD
wev936217535544,we_cust1834624758,WE7160231853,Order created,2024-08-25 10:23:00,ios,mobile,desktop,Los Angeles,US,US,sess75838273,,,{},[],100.53,USD
wev160612219152,we_cust5868640848,WE8496138934,Checkout created,2025-01-16 17:22:51,web,web,desktop,London,US,US,sess86432485,,,{},[],0.0,USD
wev758089545941,we_cust9516893896,WE2188216311,Product Searched,2024-05-14 09:33:39,email,web,desktop,New York,US,US,sess70234542,,,{},[],0.0,USD
wev152319378215,we_cust6880115912,WE6696118446,Product Viewed,2024-03-05 01:33:56,web,web,tablet,New York,US,US,sess28099937,,,{},[],0.0,USD
wev619154180079,we_cust7633342225,WE4915435289,Product Viewed,2024-12-14 11:02:22,ios,web,tablet,Los Angeles,US,US,sess23857848,,,{},[],0.0,USD
wev229972525283,we_cust6875597607,WE3028047343,Category Viewed,2024-08-26 16:55:59,android,mobile,desktop,Los Angeles,US,US,sess87464939,,,{},[],0.0,USD
wev788113494864,we_cust9379439373,WE7341307709,Added To Cart,2025-01-15 07:19:52,web,web,desktop,London,US,US,sess40460462,,,{},[],0.0,USD
wev823353242563,we_cust8417757797,WE8297313854,Product Viewed,2024-05-11 10:35:09,ios,mobile,tablet,New York,US,US,sess48916235,,,{},[],0.0,USD
wev410243605403,we_cust2825957977,WE5885708259,Order created,2024-09-07 12:18:01,web,web,desktop,New York,US,US,sess22332750,,,{},[],124.04,USD
wev952985948958,we_cust5945359606,WE5649069107,Category Viewed,2024-02-03 16:59:10,email,mobile,mobile,London,US,US,sess29059762,,,{},[],0.0,USD
wev370446222779,we_cust3163970710,WE1243587747,Order created,2024-04-24 04:34:28,web,mobile,tablet,Los Angeles,US,US,sess68070223,,,{},[],132.67,USD
wev857678781168,we_cust2670036982,WE6420338285,Category Viewed,2024-05-31 06:43:49,email,mobile,mobile,Los Angeles,US,US,sess94463292,,,{},[],0.0,USD
wev586020355132,we_cust4042413312,WE7530748539,Added To Cart,2024-01-29 11:19:27,android,web,desktop,New York,US,US,sess70926230,,,{},[],0.0,USD
wev908121473484,we_cust7146318035,WE7705123182,Product Searched,2024-07-30 16:53:34,ios,web,desktop,London,US,US,sess50214041,,,{},[],0.0,USD
wev783646939182,we_cust1513003815,WE8262068004,Order created,2024-02-29 06:51:51,email,mobile,desktop,New York,US,US,sess43274885,,,{},[],85.57,USD
wev754033522204,we_cust2753617371,WE3527155913,Product Viewed,2024-03-29 06:28:56,web,web,mobile,New York,US,US,sess39267072,,,{},[],0.0,USD
wev884591359712,we_cust5381866906,WE6533721726,Order created,2024-04-25 06:18:04,email,web,tablet,Los Angeles,US,US,sess81653612,,,{},[],73.25,USD
wev846637901978,we_cust8934927891,WE9572324761,Added To Cart,2024-11-17 01:12:07,email,web,desktop,Los Angeles,US,US,sess45234358,,,{},[],0.0,USD
wev394492883783,we_cust9285415473,WE1715851277,Checkout created,2025-03-20 17:45:12,ios,web,desktop,London,US,US,sess91831366,,,{},[],0.0,USD
wev589914140585,we_cust3360791536,WE7618608800,Added To Cart,2024-05-07 16:11:05,web,web,tablet,Los Angeles,US,US,sess69406252,,,{},[],0.0,USD
wev265400868259,we_cust6092773357,WE7119367880,Product Searched,2025-03-22 04:45:58,android,mobile,mobile,London,US,US,sess64181582,,,{},[],0.0,USD
wev506732150015,we_cust3796581976,WE3744404289,Product Searched,2025-03-25 16:53:00,android,web,tablet,Los Angeles,US,US,sess78935191,,,{},[],0.0,USD
wev412470432725,we_cust9354711271,WE7657301328,Product Searched,2024-07-27 11:29:40,web,web,desktop,London,US,US,sess48125971,,,{},[],0.0,USD
wev981546280407,we_cust6554972315,WE7105332451,Category Viewed,2024-12-19 13:15:16,web,mobile,tablet,New York,US,US,sess29217963,,,{},[],0.0,USD
wev202263301866,we_cust2950049698,WE3146896067,Order created,2024-03-27 06:44:25,android,mobile,desktop,London,US,US,sess98179987,,,{},[],117.46,USD
wev549104532935,we_cust8758809005,WE6799051292,Product Searched,2024-05-14 10:09:24,android,mobile,desktop,London,US,US,sess11166784,,,{},[],0.0,USD
wev912199443773,we_cust9392707144,WE7194781207,Checkout created,2024-02-22 01:48:27,email,web,mobile,Los Angeles,US,US,sess94785533,,,{},[],0.0,USD
wev157590247568,we_cust8293928340,WE4379261616,Added To Cart,2025-03-08 17:09:14,android,mobile,desktop,New York,US,US,sess86878933,,,{},[],0.0,USD
wev225871806410,we_cust5492496998,WE6295410119,Product Viewed,2024-10-05 17:47:53,email,mobile,mobile,Los Angeles,US,US,sess59215786,,,{},[],0.0,USD
wev946099011570,we_cust9504724761,WE3651695764,Product Searched,2024-03-04 18:40:42,email,web,tablet,Los Angeles,US,US,sess25553273,,,{},[],0.0,USD
wev367953477662,we_cust5416031878,WE8295847215,Homepage Viewed,2024-05-29 14:55:14,web,web,tablet,Los Angeles,US,US,sess25769267,,,{},[],0.0,USD
wev297582732788,we_cust1050899550,WE1621966178,Checkout created,2025-03-24 22:40:00,web,mobile,tablet,New York,US,US,sess63544933,,,{},[],0.0,USD
wev265630957622,we_cust4473306055,WE9626093500,Product Viewed,2025-03-04 19:40:22,web,web,mobile,Los Angeles,US,US,sess53598547,,,{},[],0.0,USD
wev882728250855,we_cust7464468567,WE8972054565,Checkout created,2024-02-12 21:32:28,android,mobile,tablet,London,US,US,sess44300240,,,{},[],0.0,USD
wev425819553469,we_cust6572436051,WE5477930855,Product Viewed,2024-09-29 10:39:51,android,web,tablet,Los Angeles,US,US,sess15090064,,,{},[],0.0,USD
wev632164928245,we_cust3971203213,WE6498818186,Added To Cart,2024-09-06 10:51:05,ios,mobile,desktop,Los Angeles,US,US,sess18517609,,,{},[],0.0,USD
wev331967565130,we_cust1045302356,WE1609421851,Order created,2024-04-02 15:05:04,web,web,desktop,New York,US,US,sess63567831,,,{},[],77.64,USD
wev849126821771,we_cust3978287288,WE7198305175,Added To Cart,2024-07-03 21:19:31,email,mobile,tablet,Los Angeles,US,US,sess65608088,,,{},[],0.0,USD
wev580215260555,we_cust8285000265,WE1608782334,Product Searched,2024-06-05 05:39:49,ios,web,desktop,Los Angeles,US,US,sess40380647,,,{},[],0.0,USD
wev524228073196,we_cust3358880404,WE7377041246,Product Searched,2024-08-02 03:11:28,android,mobile,desktop,New York,US,US,sess69981501,,,{},[],0.0,USD
wev723169379661,we_cust5903457537,WE8342524474,Homepage Viewed,2024-02-23 11:58:58,ios,mobile,desktop,Los Angeles,US,US,sess22898135,,,{},[],0.0,USD
wev480801318862,we_cust7699500243,WE4779222961,Product Viewed,2024-02-15 05:44:16,ios,mobile,desktop,New York,US,US,sess60471006,,,{},[],0.0,USD
wev899131949762,we_cust8987073217,WE6156346522,Order created,2024-04-30 01:31:58,android,web,tablet,London,US,US,sess37437870,,,{},[],144.95,USD
wev749585142250,we_cust4239406957,WE3122155477,Added To Cart,2024-12-17 17:20:12,ios,mobile,tablet,New York,US,US,sess45660907,,,{},[],0.0,USD
wev487155550356,we_cust9711080868,WE2785925711,Product Viewed,2024-04-03 12:57:46,android,web,desktop,London,US,US,sess20190415,,,{},[],0.0,USD
wev653988095384,we_cust2320763135,WE7499214692,Product Viewed,2024-02-05 02:48:28,android,web,desktop,New York,US,US,sess82535323,,,{},[],0.0,USD
wev756498279215,we_cust3791815554,WE6724816837,Product Viewed,2024-05-02 10:05:34,android,web,desktop,New York,US,US,sess24876191,,,{},[],0.0,USD
wev970996410794,we_cust7772180882,WE3273234326,Homepage Viewed,2024-09-24 05:58:58,ios,mobile,mobile,Los Angeles,US,US,sess90444017,,,{},[],0.0,USD
wev622402494803,we_cust3746317213,WE7654519295,Checkout created,2024-04-26 18:14:25,web,web,tablet,London,US,US,sess85197646,,,{},[],0.0,USD
wev267220861236,we_cust9851745648,WE1571379145,Product Searched,2024-01-26 06:11:58,email,mobile,mobile,New York,US,US,sess37463924,,,{},[],0.0,USD
wev108225074813,we_cust2633177480,WE2629008775,Checkout created,2024-12-06 20:25:41,android,mobile,mobile,New York,US,US,sess88730815,,,{},[],0.0,USD
wev253641747065,we_cust3550908958,WE7327130689,Product Viewed,2025-01-26 19:00:24,android,web,desktop,London,US,US,sess57509951,,,{},[],0.0,USD
wev150809124758,we_cust3142452709,WE7731207956,Category Viewed,2024-04-20 04:03:48,web,web,mobile,Los Angeles,US,US,sess42177854,,,{},[],0.0,USD
wev585679087633,we_cust5067116918,WE1250561027,Added To Cart,2025-03-07 21:08:39,android,mobile,mobile,London,US,US,sess41847576,,,{},[],0.0,USD
wev383712425996,we_cust9309500117,WE2703724604,Checkout created,2024-12-24 11:37:27,email,mobile,tablet,New York,US,US,sess45515106,,,{},[],0.0,USD
wev629691633476,we_cust9963334018,WE4868275257,Checkout created,2024-02-09 08:05:21,ios,mobile,mobile,New York,US,US,sess97676919,,,{},[],0.0,USD
wev269785686972,we_cust1104906255,WE7718422874,Product Viewed,2024-12-17 12:09:12,android,web,desktop,London,US,US,sess95865769,,,{},[],0.0,USD
wev282023112810,we_cust8285786023,WE2554052671,Checkout created,2024-08-08 21:30:07,android,web,mobile,Los Angeles,US,US,sess36530973,,,{},[],0.0,USD
wev143774034479,we_cust2994056084,WE2834697351,Added To Cart,2024-04-27 00:08:49,web,web,desktop,New York,US,US,sess26031772,,,{},[],0.0,USD
wev337449402409,we_cust2510308881,WE8227515782,Product Viewed,2024-03-24 22:19:07,web,web,mobile,Los Angeles,US,US,sess62402859,,,{},[],0.0,USD
wev482309361677,we_cust5140460939,WE8135602183,Added To Cart,2025-02-11 18:56:16,email,web,tablet,London,US,US,sess47628719,,,{},[],0.0,USD
wev135061672666,we_cust6300607425,WE4714997522,Homepage Viewed,2024-01-29 07:42:58,ios,mobile,desktop,New York,US,US,sess37609091,,,{},[],0.0,USD
wev816992850696,we_cust4268713302,WE3121940873,Product Viewed,2025-02-07 16:37:49,email,web,desktop,London,US,US,sess74065654,,,{},[],0.0,USD
wev536742528423,we_cust6942989052,WE2941410430,Product Viewed,2024-12-21 03:41:35,ios,mobile,tablet,New York,US,US,sess83084277,,,{},[],0.0,USD
wev469701868159,we_cust2439622619,WE2434955895,Checkout created,2025-02-26 20:55:44,email,mobile,tablet,New York,US,US,sess40346228,,,{},[],0.0,USD
wev218395512062,we_cust8796293088,WE5255628440,Product Viewed,2024-08-20 08:46:05,ios,web,tablet,New York,US,US,sess65619563,,,{},[],0.0,USD
wev715726986044,we_cust2242377075,WE5611358269,Product Viewed,2024-04-18 01:36:36,email,mobile,desktop,Los Angeles,US,US,sess76073889,,,{},[],0.0,USD
wev550849470713,we_cust6098775210,WE7210447968,Added To Cart,2024-06-04 04:24:55,email,web,tablet,London,US,US,sess82446901,,,{},[],0.0,USD
wev810327945091,we_cust8721631198,WE4599980951,Product Viewed,2024-07-31 06:40:51,ios,mobile,desktop,Los Angeles,US,US,sess74303954,,,{},[],0.0,USD
wev950675269215,we_cust3197757742,WE2314717529,Product Viewed,2024-04-08 23:29:53,web,mobile,desktop,London,US,US,sess97924272,,,{},[],0.0,USD
wev594435665959,we_cust5612645121,WE9848081761,Homepage Viewed,2024-02-09 05:52:38,ios,mobile,desktop,New York,US,US,sess69248240,,,{},[],0.0,USD
wev789753602543,we_cust4386667704,WE9320520092,Checkout created,2025-01-16 20:53:57,web,mobile,desktop,New York,US,US,sess40606538,,,{},[],0.0,USD
wev993797380567,we_cust5774080233,WE2817184415,Order created,2024-06-04 03:20:53,ios,mobile,mobile,London,US,US,sess19347721,,,{},[],114.27,USD
